row_id,company_id,company_name,industry,country,employee_count,annual_revenue_usd,invoice_id,invoice_date,due_date,invoice_amount_usd,status,contact_name,contact_email,address,notes
273,CMP-100272,Delta Foods LLC,Manufacturing,FR,5808,1267001.4020104841,INV-951154,27-Dec-2025,2026-01-16,78003.4,refunded,K. Patel,ops0272@example.org,690 Main St,received via fax
274,CMP-100273,Global Energy LLC,Logistics,JP,4452,1.38e+06,INV-848511,2026-02-12,03/02/2026,62579.74,void?,L. Brown,ops0273@example.org,530 Maple St,invoice scan low quality
274-dup,CMP-100273,Global Energy LLC,Logistics,JP,4452,1.38e+06,INV-848511,2026-02-12,03/02/2026,62579.74,void?,L. Brown,ops0273@example.org,530 Maple St,invoice scan low quality / duplicate from email chain
275,CMP-100274,Union Dynamics LLC,Software,KR,288,971215.346845645,INV-530146,09/25/2025,2025/10/10,68003.45,overdue,L. Garcia,ops0274@example.org,6731 Pine St,see thread #A12
276,CMP-100275,Union Works LLC,Retail,BR,1138,659416.5317640968,INV-620415,01/22/2026,02/19/2026,"61,629.66",void,L. Garcia,ops0275@example.org,5205 Sunset St,manual override
277,CMP-100276,Global Works LLC,,IN,8894,3092589.5492550125,INV-555063,2026/01/12,30-Jan-2026,80536.96,pending,M. Kim,ops0276@example.org,1980 Maple St,PO attached
278,CMP-100277,Delta Dynamics LLC,Telecom,MX,11845,927382.5932989264,INV-960774,2026/01/21,2026/03/15,25718.5,refunded,L. Patel,ops0277@example.org,9041 Maple St,received via fax
279,CMP-100278,North Dynamics LLC,Manufacturing,JP,4525,960992.7732385771,INV-326893,05-Dec-2025,2026/01/26,57521.26,pending,K. Kim,ops0278@example.org,6850 Sunset St,received via fax
280,CMP-100279,Global Works LLC,Construction,MX,11921,1568443.6529256576,INV-343644,2025-09-03,10/16/2025,73705.94,pending,K. Patel,ops0279@example.org,8401 Pine St,invoice scan low quality
281,CMP-100280,Prime Works LLC,Energy,BR,3201,1730008.4896699397,INV-656531,2025-11-23,2026/01/16,51792.04,overdue,L. Patel,ops0280@example.org,8397 Pine St,see thread #A12
282,CMP-100281,Prime Dynamics LLC,Manufacturing,DE,2330,1316472.7823460642,INV-598725,11/12/2025,2025/12/15,62219.46,pending,M. Patel,ops0281@example.org,2008 Maple St,see thread #A12
283,CMP-100282,Prime Energy LLC,Retail,KR,6621,163382.02781584804,INV-863225,2025/12/12,07-Jan-2026,21479.36,overdue,K. Brown,ops0282@example.org,6640 Main St,
284,CMP-100283,Delta Dynamics LLC,Energy,FR,4638,607492.1917452251,INV-786419,2026-01-30,2026/03/29,79761.2,pending,K. Brown,ops0283@example.org,1521 Main St,received via fax
285,CMP-100284,Union Dynamics LLC,Manufacturing,JP,8127,2332394.835170133,INV-202577,21-Aug-2025,09/11/2025,"$83,060.42",PAID,K. Kim,ops0284@example.org,2979 Maple St,manual override
286,CMP-100285,Union Dynamics LLC,Retail,MX,3439,811019.8068032445,INV-646179,2025-12-11,01/10/2026, 38436.76 ,void,M. Brown,ops0285@example.org,2771 Main St,received via fax
287,CMP-100286,Global Energy LLC,Retail,FR,1843,1017906.1592932846,INV-697783,10/19/2025,2025-11-08,57920.73,void?,K. Garcia,ops0286@example.org,5123 Pine St,see thread #A12
288,CMP-100287,Delta Foods LCL,FinTech,MX,9962,804718.2615777188,INV-873526,09-Jul-2025,09-Aug-2025,72599.23,refunded,K. Garcia,ops0287@example.org,3509 Maple St,check signature ??? ...
289,CMP-100288,Union Systems LLC,Logistics,MX,9967,1951510.25634499,INV-871959,2026/02/08,2026/04/08,49423.64,pending,L. Kim,ops0288@example.org,8889 Pine St,manual override
290,CMP-100289,Delta Foods LLC,Logistics,MX,6644,2.05e+05,INV-541708,2025/11/07,2025/12/26,"28,634.37",overdue,K. Nguyen,ops0289@example.org,8353 Pine St,check signature ???
291,CMP-100290,Global Works LLC,Telecom,FR,,1166730.2918392105,INV-471334,11-Oct-2025,30-Oct-2025,44725.22,overdue,M. Nguyen,ops0290@example.org,8556 Maple St,received via fax ...
292,CMP-100291,Union Systems LLC,Retail,KR,5176, 194704.84 ,INV-622477,2025-12-11,2026-01-19,27218.3,pending,L. Brown,ops0291@example.org,8289 Main St,urgent follow-up
293,CMP-100292,Union Foods LLC,Logistics,CA,6520,1696535.9900886551,INV-659271,10/20/2025,N/A,86987.03,void,L. Nguyen,ops0292@example.org,6071 Sunset St,received via fax
294,CMP-100293,Delta Dynamics LLC,Software,IN,1129,2036142.08,INV-281461,2025/11/13,unknown,73006.27,refunded,K. Brown,ops0293@example.org,6511 Pine St,urgent follow-up (unclear)
295,CMP-100294,Delta Dynamics LLC,Construction,JP,8670,1110627.062687763,INV-416757,23-Dec-2025,2026-02-19,33559.07,void,J. Patel,ops0294@example.org,8001 Maple St,received via fax
296,CMP-100295,Prime Foods LLC,FinTech,MX,10112,"USD 1,368,896.87",INV-925878,2025/10/18,2025/11/11,6.05e+04,refunded,L. Garcia,ops0295@example.org,unknown,manual override
297,CMP-100296,Prime Systems LLC,Manufacturing,DE,10072,1027408.7234225243,INV-910187,2026-01-03,02/07/2026,72220.58,pending,L. Kim / L. Kim,ops0296@example.org,8305 Main St,acct moved to new owner
298,CMP-100297,North Foods LLC,Manufacturing,CA,5716,920607.4607536164,INV-948058,2025/08/30,10/25/2025,42950.49,paid,M. Patel,ops0297@example.org,4153 Sunset St,invoice scan low quality
299,CMP-100298,Union Dynamics LLC,Software,KR,3548,105819.5710199842,INV-573465,19-Jan-2026,03/09/2026,"3,322.08",paid,M. Kim,ops0298@example.org,651 Maple St,urgent follow-up
300,CMP-100299,Prime Foods LLC,Logistics,IN,2157,546484.2167511763,INV-859881,2025-08-30,09/26/2025,"66,933.49",pending,L. Nguyen,ops0299@example.org,6300 Pine St,invoice scan low quality
301,CMP-100300,Global Energy LLC,Software,DE,52,1307742.9532521076,INV-464844,12/08/2025,01-Feb-2026,82585.02,pending,L. Patel / L. Patel,ops0300@example.org,1766 Maple St,see thread #A12
302,CMP-100301,Delta Systems LLC,Software,MX,6574,1369624.4689300528,INV-490813,2026/01/10,01/28/2026,38933.73,refunded,M. Kim / M. Kim,ops0301@example.org,6753 Main St,invoice scan low quality
303,CMP-100302,Prime Dynamics LLC,FinTech,US,1414,2366067.738701798,INV-948813,2025-08-11,09/15/2025, 98557.94 ,void,K. Garcia,ops0302@example.org,3876 Main St,acct moved to new owner (unclear)
304,CMP-100303,Union Works LLC,Software,KR,10030,"327,734.28",INV-895977,2025-11-04,,51850.51,overdue,M. Nguyen / M. Nguyen,ops0303@example.org,1174 Maple St,PO attached
305,CMP-100304,North Systems LLC,Manufacturing,JP,7425,370709.4049329514,INV-695095,11/02/2025,19-Dec-2025,45249.29,void,L. Brown,ops0304@example.org,6208 Main St,invoice scan low quality
306,CMP-100305,Unoin Energy LLC,Construction,CA,10140,3.51e+05,INV-755083,2025-10-21,13-Nov-2025,19550,pending ,L. Garcia,ops0305@example.org,912 Maple St,received via fax
307,CMP-100306,North Dynamic LLC,Retail,FR,8986,"1,483,273.12",INV-890961,10/21/2025,10-Nov-2025,96746.19,paid,L. Brown,ops0306@example.org,9572 Main St,received via fax
308,CMP-100307,North Systems LLC,Manufacturing,US,1469,1402465.5934858758,INV-460213,2026-02-10,03/21/2026,45244.72,void,J. Garcia,ops0307@example.org,N/A,urgent follow-up (unclear)
309,CMP-100308,Delta Works LLC,Construction,CA,2330,2875579.0507263215,INV-224499,10/05/2025,2025-10-31,1.17e+05,Paid,K. Patel,ops0308@example.org,2798 Pine St,invoice scan low quality
310,CMP-100309,Delta Energy LLC,Software,US,10931,1638904.5050396943,INV-293937,2025/11/07,03-Jan-2026,42859.93,refunded,J. Nguyen,ops0309@example.org,1682 Pine St,check signature ???
311,CMP-100310,Global Dynamics LLC,Retail,FR,11958,4030738.009849525,INV-532005,2025/08/04,09/16/2025,115104.55,paid,L. Garcia,ops0310@example.org,8384 Pine St,check signature ???
312,CMP-100311,Global Energy LLC,Retail,JP,unknown,1708357.4283799299,INV-386820,2025-10-14,2025-12-13,75819.24,refunded,K. Garcia,ops0311@example.org,4711 Sunset St,PO attached
313,CMP-100312,Prime Energy LLC,Retail,US,3201, 631616.93 ,INV-840297,2025/08/25,2025-09-17,"31,924.96",paid,L. Nguyen,ops0312@example.org,4009 Main St,urgent follow-up (unclear)
314,CMP-100313,Global Dynamics LLC,Energy,JP,2867,604054.154116357,INV-851390,11-Sep-2025,2025-10-23,67557.03,void,L. Kim,ops0313@example.org,5884 Sunset St,see thread #A12
315,CMP-100314,Prime Energy LLC,Software,DE,5927,1640873.6770005338,INV-797219,2025-09-12,09/27/2025,46253.46,PAID,L. Patel,ops0314@example.org,9610 Maple St,acct moved to new owner
316,CMP-100315,Prime Works LLC,Manufacturing,IN,5459,664323.8350798215,INV-574008,10/11/2025,11/17/2025,83990.21,void,K. Garcia,ops0315@example.org,9053 Main St,urgent follow-up (unclear)
317,CMP-100316,Delta Dynamics LLC,Software,BR,9039,1865743.1006439992,INV-489998,12/03/2025,01/21/2026,66140,void,K. Kim,ops0316@example.org,7900 Maple St,urgent follow-up !!!
318,CMP-100317,Prime Works LLC,FinTech,DE,48,1668111.7508333197,INV-368107,2026/02/01,25-Feb-2026,87508.29,over-due,M. Garcia,ops0317@example.org,944 Maple St,check signature ???
319,CMP-100318,North Energy LLC,Energy,BR,8327,885156.3947010485,INV-592236,20-Dec-2025,24-Jan-2026,35873.17,paid,L. Garcia,ops0318@example.org,7795 Pine St,check signature ???
320,CMP-100319,Global Works LLC,Retail,JP,9757,4151.857375335664,INV-710001,01/03/2026,01/28/2026,492.78,overdue,M. Nguyen,ops0319@example.org,3831 Maple St,PO attached
321,CMP-100320,Delta Systems LLC,Energy,BR,5011,2696814.467748967,INV-369423,2025-11-24,unknown,"$100,824.00",refunded,M. Patel,ops0320@example.org,5421 Maple St,acct moved to new owner
322,CMP-100321,Global Systems LLC,Energy,JP,1948,2975415.6937571224,INV-517976,10/08/2025,11/19/2025,"84,194.12",paid,L. Nguyen,ops0321@example.org,6304 Pine St,urgent follow-up
323,CMP-100322,Union Systems LLC,Software,KR,8506,1491700.8937452647,INV-901185,2025-10-20,11/08/2025,49435.07,paid,K. Garcia,ops0322@example.org,4644 Main St,N/A
324,CMP-100323,Global Energy LLC,Retail,CA,6357,279599.4429920877,INV-998970,2025/11/17,01/04/2026,9391.31,refunded,K. Garcia,ops0323@example.org,1578 Main St,check signature ???
325,CMP-100324,Prime Foods LLC,Software,CA,1054,3338827.4228851814,INV-806894,08/30/2025,10/07/2025,100768.49,paid,L. Kim,ops0324@example.org,3771 Maple St,received via fax (unclear)
326,CMP-100325,Union Energy LLC,Logistics,CA,9333,1477941.936276724,INV-220918,12/30/2025,19-Feb-2026, 95822.64 ,paid,L. Brown,ops0325@example.org,108 Maple St,urgent follow-up
327,CMP-100326,Delta Dynamics LLC,Software,DE,3080,3768110,INV-631510,2025/07/14,08/30/2025,106141.63,overdue,J. Kim,ops0326@example.org,7139 Pine St,
328,CMP-100327,Union Dynamics LLC,Software,DE,6433,1128902.752725188,INV-935937,02-Jan-2026,2026-02-12,36577.07,pending,J. Patel,ops0327@example.org,5150 Main St,check signature ???
329,CMP-100328,North Energy LLC,Healthcare,US,2824,1225039.2452878854,INV-869285,2025-11-12,2026/01/10,34154.35,refunded,K. Nguyen,ops0328@example.org,650 Main St,PO attached (unclear)
330,CMP-100329,Delta Foods LLC,Logistics,CA,,2286329.3577853325,INV-710078,2026/01/10,02/16/2026,74674.6,void?,M. Brown,ops0329@example.org,2104 Main St,see thread #A12
331,CMP-100330,Prime Works LLC,Healthcare,JP,167,2100676.175293083,INV-236871,2025/08/16,2025/09/06,103794.55,refunded,M. Kim / M. Kim,ops0330@example.org,3669 Sunset St,manual override
332,CMP-100331,Prime Energy LLC,Telecom,FR,8160,707418.0275184275,INV-725946,12/06/2025,26-Jan-2026,48407.63,pending,M. Nguyen,ops0331@example.org,2842 Sunset St,PO attached
333,CMP-100332,Delta Energy LLC,Construction,KR,9558,309267.76714609395,INV-858161,2025-08-16,2025/09/09,40567.84,overdue,L. Brown / L. Brown,ops0332@example.org,9734 Main St,see thread #A12
334,CMP-100333,Union Systems LLC,Manufacturing,JP,9829,257130.28467376993,INV-500333,2026-01-09,03/06/2026,28645.11,pending ,J. Kim,ops0333@example.org,8806 Maple St,urgent follow-up ...
334-dup,CMP-100333,Union Systems LLC,Manufacturing,JP,9829,257130.28467376993,INV-500333,2026-01-09,03/06/2026,28645.11,pending ,J. Kim,ops0333@example.org,8806 Maple St,urgent follow-up ... / duplicate from email chain
335,CMP-100334,Delta Systems LLC,Retail,US,5810,191621.51402549085,INV-584371,02/12/2026,2026-04-05,10093.98,Paid,L. Brown,ops0334@example.org,5240 Maple St,see thread #A12
336,CMP-100335,Union Dynamics LLC,FinTech,IN,2291,2740630.147038984,INV-696239,2025-11-19,2025-12-17,68632.11,refunded,L. Brown,ops0335@example.org,438 Main St,manual override
337,CMP-100336,Delta Works LLC,Logistics,FR,7425,495470.3157089268,INV-424907,18-Nov-2025,01/02/2026,13675.51,refunded,K. Garcia / K. Garcia,ops0336@example.org,993 Maple St,PO attached
338,CMP-100337,Global Works LLC,Manufacturing,CA,6218,854802.8554081215,INV-633713,11/30/2025,2025-12-23,80290.87,pending,K. Brown,ops0337@example.org,9348 Sunset St,urgent follow-up (unclear)
339,CMP-100338,Delta  Energy LLC,Software,DE,6138,975396.2376424598,INV-660223,10/06/2025,11/11/2025,39519.94,paid,L. Patel,ops0338@example.org,9022 Main St,urgent follow-up
340,CMP-100339,Delta Foods LLC,Software,BR,3516,1047190.1064362205,INV-881599,10-Feb-2026,03/27/2026,91627.55,PAID,J. Garcia,ops0339@example.org,4242 Sunset St,check signature ???
341,CMP-100340,Union Energy LLC,Telecom,US,9728,1065918.2762239468,INV-634823,21-Sep-2025,10/14/2025,51963.22,refunded,J. Kim,ops0340@example.org,7428 Maple St,manual override !!!
342,CMP-100341,Union Dynamics LLC,Retail,IN,,2474351.8076726436,INV-816021,2025-07-16,09/02/2025,115869.93,overdue,M. Brown,ops0341@example.org,6759 Main St,PO attached
343,CMP-100342,Global Foods LLC,Healthcare,KR,1053,569392.579296454,INV-910637,09/21/2025,30-Oct-2025,35023.29,over-due,J. Garcia,ops0342@example.org,962 Maple St,manual override (unclear)
344,CMP-100343,Global Works LLC,N/A,JP,621,1456904.1430595422,INV-844260,2025-12-27,2026-02-13,50799.79,PAID,K. Nguyen,ops0343@example.org,6013 Sunset St,manual override (unclear)
345,CMP-100344,Delta Dynamics LLC,Manufacturing,FR,5394,1496238.5826764754,INV-349716,2025-09-23,2025/10/28,71996,pending,L. Patel,ops0344@example.org,2039 Sunset St,received via fax
346,CMP-100345,Prime Foodds LLC,Manufacturing,MX,9019,2222136.9386707298,INV-557977,04-Feb-2026,02/27/2026,97487.97,pending,K. Nguyen,ops0345@example.org,3349 Maple St,
347,CMP-100346,Prime Works LLC,Healthcare,IN,10176,2383694.656197017,INV-992866,12/17/2025,02/01/2026,91433.34,void,K. Garcia,ops0346@example.org,8398 Sunset St,manual override
348,CMP-100347,Union Works LLC,Manufacturing,MX,690,"3,898,350.07",INV-721220,07/28/2025,2025-08-25,103582.65,refunded,K. Nguyen,ops0347@example.org,7014 Sunset St,urgent follow-up !!!
349,CMP-100348,Prime Dynamics LLC,Construction,CA,3501,1139200.7510289326,INV-847222,2025-11-30,2025-12-28,38763,pending,K. Kim,ops0348@example.org,8184 Sunset St,check signature ???
350,CMP-100349,Global Dynamics LLC,Telecom,KR,8507,151562.6500711849,INV-437415,2025/11/29,2026-01-01,7821.61,void,M. Patel,ops0349@example.org,948 Pine St,invoice scan low quality
351,CMP-100350,Global Energy LLC,Manufacturing,MX,2382,359754.6726317839,INV-446112,2025/10/26,11/27/2025, 18451.69 ,void,K. Patel,ops0350@example.org,5793 Main St,acct moved to new owner (unclear)
352,CMP-100351,Union Foods LLC,Software,MX,11251,1068652,INV-285342,06-Nov-2025,2025/12/23,114253.76,overdue,J. Kim,ops0351@example.org,195 Pine St,received via fax
353,CMP-100352,Union Works LLC,Manufacturing,FR,1946,49506.78436238306,INV-553834,2025-07-16,31-Aug-2025,2018.58,void,L. Kim,ops0352@example.org,2812 Pine St,received via fax !!!
354,CMP-100353,North Dynamics LLC,Software,DE,11642,685731.9712785666,INV-315786,2025/08/26,2025-10-18,"61,535.88",overdue,J. Garcia,ops0353@example.org,4337 Sunset St,urgent follow-up
355,CMP-100354,Global Systems LLC,Healthcare,US,8677,1063561.9162064425,INV-526568,05-Sep-2025,23-Sep-2025,113082.94,refunded,K. Garcia,ops0354@example.org,432 Sunset St,invoice scan low quality
356,CMP-100355,Delta Works LLC,Energy,MX,10503,2593295.1870275666,INV-268379,12/02/2025,20-Jan-2026,119657.59,refunded,K. Kim,ops0355@example.org,1605 Pine St,check signature ???
357,CMP-100356,Prime Works LLC,Software,FR,10470,240975.50349489477,INV-783436,09/18/2025,2025-10-25,16084.31,paid,J. Nguyen,ops0356@example.org,8435 Sunset St,urgent follow-up
358,CMP-100357,North Dynamics LLC,Manufacturing,JP,1397,2217388.577006617,INV-830326,2025-07-21,2025-08-09,73842,overdue,K. Garcia,ops0357@example.org,6466 Main St,received via fax
359,CMP-100358,Delta Works LLC,Telecom,CA,3578,288890.45923579024,INV-505123,2025-08-04,29-Sep-2025,"$11,214.99",PAID,L. Garcia,ops0358@example.org,8184 Main St,invoice scan low quality
360,CMP-100359,Union Works LLC,FinTech,JP,9272,4176006.025302072,INV-463311,02/11/2026,2026-03-11,118121.24,void,J. Kim,ops0359@example.org,2915 Main St,PO attached
361,CMP-100360,North Systems LLC,Telecom,IN,8564,552667.7462275152,INV-815341,25-Aug-2025,21-Sep-2025,40797.63,paid,J. Nguyen,ops0360@example.org,9358 Main St,manual override
362,CMP-100361,Prime Works LLC,Logistics,IN,8913,2282826.4291456384,INV-691595,2025-07-13,2025/08/03,63666.51,overdue,J. Nguyen,ops0361@example.org,9684 Pine St,see thread #A12
363,CMP-100362,Prime Works LLC,Telecom,CA,7069,1415508.9756443417,INV-346130,03-Oct-2025,11/15/2025,8.87e+04,pending,K. Brown,ops0362@example.org,1560 Maple St,PO attached ...
364,CMP-100363,Prime Energy LLC,Telecom,BR,2258,1151125.4797234116,INV-769594,27-Nov-2025,12/18/2025,83889.81,pending,L. Garcia,ops0363@example.org,,received via fax
365,CMP-100364,Union Energy LLC,Energy,KR,,216638.8402005399,INV-417184,2025-12-10,2025-12-26,13019.43,PAID,J. Patel,ops0364@example.org,8250 Maple St,PO attached
366,CMP-100365,Prime Dynamics LLC,Healthcare,CA,3882,3751247.1420393107,INV-658837,2026/01/22,23-Feb-2026,99551.29,over-due,M. Nguyen,ops0365@example.org,1044 Maple St,acct moved to new owner
367,CMP-100366,North Works LLC,FinTech,DE,,915327.2756316663,INV-781197,01/15/2026,07-Mar-2026,29205.25,void?,K. Garcia,ops0366@example.org,1066 Main St,received via fax
368,CMP-100367,Union Energy LLC,Energy,KR,5475,577001.794711621,INV-586790,2025/08/29,2025/10/06,24854.67,paid,L. Kim / L. Kim,ops0367@example.org,4522 Sunset St,see thread #A12
369,CMP-100368,Prime Foods LLC,Logistics,KR,7578,2304438.4625359653,INV-850482,2025-08-12,30-Aug-2025,78548.03,overdue,K. Kim,ops0368@example.org,7239 Sunset St,see thread #A12
370,CMP-100369,Global Dynamics LLC,Energy,IN,9695,706211.201095282,INV-847518,2026/02/08,04/07/2026, 105010.03 ,over-due,M. Kim,ops0369@example.org,5756 Main St,check signature ???
371,CMP-100370,Delta Dynamics LLC,Manufacturing,US,11935,1782360.3140763547,INV-560902,20-Nov-2025,2025-12-12,86450,Paid,M. Patel,ops0370@example.org,6416 Maple St,PO attached
372,CMP-100371,North DynamiCs LLC,unknown,IN,7059,1529936.9404711013,INV-994914,04-Nov-2025,2025/12/10,"$61,703.44",overdue,K. Nguyen,ops0371@example.org,3296 Sunset St,acct moved to new owner ...
373,CMP-100372,Delta Works LLC,Manufacturing,CA,3744,3790552.8018474523,INV-802408,09/19/2025,29-Oct-2025,107125.22,refunded,M. Nguyen,ops0372@example.org,9926 Pine St,invoice scan low quality
374,CMP-100373,North Energy LLC,Software,DE,10729,556996.1822104836,INV-397656,01-Sep-2025,30-Sep-2025,78555,void,K. Patel,ops0373@example.org,8508 Main St,received via fax
375,CMP-100374,Prime Works LLC,Construction,US,3730,972967.0897822141,INV-484134,2025/11/22,22-Dec-2025,98427.55,paid,L. Brown,ops0374@example.org,4039 Main St,check signature ???
376,CMP-100375,Global Systems LLC,Energy,KR,874,670013.6774645224,INV-848416,2025/11/14,12/07/2025,78016.45,PAID,M. Kim,ops0375@example.org,3283 Pine St,acct moved to new owner
377,CMP-100376,Global Works LLC,Energy,FR,9372,219261.9176235675,INV-378100,2025/11/10,2025/12/31,25990.46,overdue,M. Patel,ops0376@example.org,9232 Main St,check signature ???
378,CMP-100377,Delta Foods LLLC,FinTech,IN,N/A,2730364.4145575166,INV-257021,2026/01/26,2026/03/09,85343.0,PAID,L. Garcia,ops0377@example.org,4404 Main St,invoice scan low quality
379,CMP-100378,Delta Dynamics LLC,Telecom,CA,814,3545446.5143238273,INV-824236,09/05/2025,09/30/2025,91177.75,void,M. Patel / M. Patel,ops0378@example.org,3895 Pine St,check signature ???
380,CMP-100379,Prime Energy LLC,Manufacturing,CA,3096,1180207.0128876367,INV-362892,15-Dec-2025,29-Jan-2026,84884.37,paid,K. Nguyen,ops0379@example.org,2047 Sunset St,urgent follow-up
381,CMP-100380,Union Dynamics LLC,FinTech,CA,6807,1047155.6159250417,INV-447714,29-Jul-2025,2025-09-01,99716.82,overdue,J. Patel,ops0380@example.org,6412 Maple St,PO attached
381-dup,CMP-100380,Union Dynamics LLC,FinTech,CA,6807,1047155.6159250417,INV-447714,29-Jul-2025,2025-09-01,99716.82,overdue,J. Patel,ops0380@example.org,6412 Maple St,PO attached
382,CMP-100381,Delta Energy LLC,Healthcare,DE,3225,4519743.419856323,INV-553174,27-Jul-2025,21-Sep-2025,117334.25,refunded,K. Kim,ops0381@example.org,1539 Main St,received via fax
383,CMP-100382,Prime Dynamics LLC,Manufacturing,MX,11637,242590.49413786147,INV-753497,2025-09-25,2025-11-21,17829.31,pending,J. Patel,ops0382@example.org,5517 Main St,manual override (unclear)
384,CMP-100383,North Works LLC,Manufacturing,JP,141,3844489.9590904573,INV-404971,15-Dec-2025,2026/01/03,"USD 118,281.46",refunded,J. Patel,ops0383@example.org,1487 Pine St,received via fax
385,CMP-100384,Union Systems LLC,Telecom,JP,6407,1.26e+06,INV-868247,2026-01-11,2026-02-19,71847.28,paid,M. Garcia,ops0384@example.org,5324 Sunset St,check signature ??? (unclear)
386,CMP-100385,Union Foods LLC,Healthcare,KR,1169,3018377.1747202985,INV-237063,2025-12-16,01/30/2026,111397.71,pending ,M. Nguyen,ops0385@example.org,7277 Pine St,invoice scan low quality (unclear)
387,CMP-100386,Union Systems LLC,Retail,CA,1016,"USD 3,851,345.29",INV-340076,2025/07/15,07/31/2025,99013.15,pending ,M. Brown,ops0386@example.org,8326 Maple St,received via fax
388,CMP-100387,North Systems LCL,N/A,JP,5620,67735.60749803005,INV-991596,2025-10-23,2025/11/14,7798.72,overdue,K. Brown,ops0387@example.org,7888 Maple St,acct moved to new owner (unclear)
389,CMP-100388,Global Works LLC,unknown,CA,2142,765753.8363923441,INV-373793,2025-08-21,2025-10-11, 111197.56 ,pending,K. Patel,ops0388@example.org,2213 Main St,acct moved to new owner
390,CMP-100389,Global Foods LLC,Energy,BR,571,1213355.1318176752,INV-853734,2026-01-20,2026/03/20,86094.99,pending ,K. Kim / K. Kim,ops0389@example.org,9127 Pine St,check signature ???
391,CMP-100390,Union Foods LLC,Manufacturing,IN,9055,1204144.2670240004,INV-211563,10/15/2025,15-Nov-2025,78734.0,paid,L. Brown / L. Brown,ops0390@example.org,9825 Main St,urgent follow-up
392,CMP-100391,North Energy LLC,Telecom,JP,290,800186.4835419457,INV-420739,09-Sep-2025,2025/10/10,99856.56,pending,J. Garcia,ops0391@example.org,6358 Main St,see thread #A12
393,CMP-100392,Union Systems LLC,Construction,CA,942,389364.61816547834,INV-919913,2025/07/18,2025-09-14,49517.67,paid,L. Brown,ops0392@example.org,3432 Sunset St,invoice scan low quality ...
394,CMP-100393,Global Works LLC,Logistics,BR,3915,1998958.657828724,INV-968973,2025/09/22,17-Oct-2025,54141.26,refunded,L. Nguyen,ops0393@example.org,4940 Sunset St,see thread #A12 !!!
394-dup,CMP-100393,Global Works LLC,Logistics,BR,3915,1998958.657828724,INV-968973,2025/09/22,17-Oct-2025,54141.26,refunded,L. Nguyen,ops0393@example.org,4940 Sunset St,see thread #A12 !!! / duplicate from email chain
395,CMP-100394,North Foods LLC,Healthcare,BR,,1033928.9707835776,INV-994610,2026-01-28,2026-03-05,109754.58,void,L. Kim / L. Kim,ops0394@example.org,1405 Maple St,check signature ???
396,CMP-100395,Global Works LLC,Retail,KR,4208,1624082.766909813,INV-754059,2026-01-19,03-Mar-2026,71679.45,refunded,M. Brown,ops0395@example.org,8668 Sunset St,manual override
397,CMP-100396,Global Works LLC,Manufacturing,CA,2906,1194941.9463666053,INV-259437,07/11/2025,2025/09/07,88368.6,pending,M. Brown,ops0396@example.org,5899 Main St,received via fax
398,CMP-100397,Delta Energy LLC,FinTech,FR,10661,5.21e+05,INV-701038,2025/10/22,11/23/2025,46416.1,Paid,K. Garcia,ops0397@example.org,1916 Sunset St,invoice scan low quality
399,CMP-100398,Golbal Systems LLC,Healthcare,KR,unknown,1986046.5956862797,INV-564004,17-Nov-2025,2025-12-21,117554.95,overdue,K. Kim,ops0398@example.org,2007 Main St,see thread #A12
400,CMP-100399,Global Dynamics LLC,Construction,MX,9896,939746.4560527896,INV-365709,07/27/2025,08/19/2025,24875.92,void,J. Garcia,ops0399@example.org,2451 Pine St,received via fax
401,CMP-100400,North Energy LLC,Manufacturing,JP,7777,1841393.4291848587,INV-395749,2025-08-23,2025-09-22,46146.71,void?,K. Patel / K. Patel,ops0400@example.org,3087 Maple St,check signature ???
402,CMP-100401,Prime Works LLC,Construction,JP,10782,"3,808,549.59",INV-655660,2025-07-08,2025-09-06,108812.99,void?,M. Brown,ops0401@example.org,2699 Sunset St,urgent follow-up
403,CMP-100402,Union Foods LLC,Healthcare,BR,6785,1049386.6483720425,INV-464156,31-Jan-2026,04-Mar-2026,80586.36,void?,K. Nguyen,ops0402@example.org,5722 Main St,received via fax ...
404,CMP-100403,Delta Foods LLC,Retail,IN,4293,871667.0336869361,INV-894702,06-Sep-2025,2025-10-07,25915.78,pending ,L. Kim,ops0403@example.org,3391 Maple St,acct moved to new owner
405,CMP-100404,Global Dynamics LLC,Healthcare,CA,9258,3554833.5223394777,INV-499598,12-Sep-2025,10/24/2025,"103,778.72",overdue,M. Nguyen / M. Nguyen,ops0404@example.org,5051 Sunset St,invoice scan low quality
406,CMP-100405,Global Works LLC,FinTech,JP,5297,97401.51216453599,INV-447040,2025/08/09,30-Sep-2025,7700.76,paid,L. Nguyen,unknown,6956 Pine St,received via fax
407,CMP-100406,Union Energy LLC,Logistics,IN,8785,150686.96545277187,INV-532882,2025/09/01,2025-10-27,7087.01,pending,J. Nguyen,ops0406@example.org,unknown,check signature ???
408,CMP-100407,North Energy LLC,FinTech,IN,8546,3063834.565396077,INV-907420,2025-10-20,2025-12-10,88624.9,pending ,L. Garcia,ops0407@example.org,2811 Maple St,received via fax
409,CMP-100408,Delta Works LLC,Construction,MX,432,189521.71484752264,INV-490785,2025/09/27,21-Nov-2025,"8,016.71",pending,M. Patel,ops0408@example.org,4699 Sunset St,received via fax ...
